timestamp,money_line_home,money_line_draw,money_line_away,spread_-1.75_home,spread_-1.75_away,spread_-1.5_home,spread_-1.5_away,spread_-1.25_home,spread_-1.25_away,spread_-1.0_home,spread_-1.0_away,spread_-0.75_home,spread_-0.75_away,spread_-0.5_home,spread_-0.5_away,spread_-0.25_home,spread_-0.25_away,spread_0.0_home,spread_0.0_away,spread_0.25_home,spread_0.25_away,totals_2.0_over,totals_2.0_under,totals_2.25_over,totals_2.25_under,totals_2.5_over,totals_2.5_under,totals_2.75_over,totals_2.75_under,totals_3.0_over,totals_3.0_under,totals_3.25_over,totals_3.25_under,totals_3.5_over,totals_3.5_under,totals_3.75_over,totals_3.75_under,totals_4.0_over,totals_4.0_under,totals_4.25_over,totals_4.25_under,totals_4.5_over,totals_4.5_under,totals_4.75_over,totals_4.75_under,totals_5.0_over,totals_5.0_under,totals_5.25_over,totals_5.25_under
2025-12-02 15:35:26,1.813,3.49,4.44,3.44,1.309,3.26,1.338,2.93,1.431,2.56,1.564,2.07,1.826,1.819,2.09,1.571,2.48,1.324,3.34,1.264,3.8,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.359,3.11,1.471,2.75,1.645,2.35,1.961,1.925,2.25,1.694,2.62,1.51,3.31,1.325,3.28,1.331
2025-12-02 15:35:51,1.813,3.47,4.44,3.44,1.309,3.26,1.338,2.89,1.413,2.54,1.546,2.08,1.819,1.826,2.08,1.584,2.5,1.338,3.41,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.367,3.08,1.483,2.71,1.662,2.31,1.98,1.909,2.28,1.68,2.66,1.497,3.37,1.317,3.28,1.331
2025-12-02 15:36:16,1.806,3.47,4.49,3.44,1.309,3.26,1.337,2.94,1.431,2.56,1.564,2.07,1.833,1.813,2.09,1.568,2.49,1.32,3.37,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.371,3.05,1.487,2.69,1.671,2.29,1.99,1.892,2.29,1.671,2.68,1.49,3.4,1.311,3.28,1.331
2025-12-02 15:36:47,1.813,3.46,4.49,3.44,1.309,3.28,1.335,2.95,1.427,2.57,1.561,2.08,1.826,1.819,2.09,1.568,2.49,1.321,3.37,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.377,3.02,1.497,2.66,1.684,2.27,2.01,1.877,2.31,1.662,2.71,1.48,3.46,1.303,3.28,1.331
2025-12-02 15:37:12,1.8,3.47,4.54,3.44,1.309,3.25,1.34,2.92,1.434,2.54,1.571,2.06,1.84,1.806,2.1,1.561,2.51,1.314,3.41,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.375,3.03,1.495,2.67,1.68,2.27,2,1.884,2.31,1.662,2.71,1.483,3.45,1.305,3.28,1.331
2025-12-02 15:37:47,1.8,3.46,4.54,3.44,1.309,3.26,1.338,2.93,1.432,2.55,1.568,2.07,1.833,1.806,2.1,1.561,2.51,1.314,3.41,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.38,3.01,1.5,2.65,1.689,2.26,2.01,1.869,2.32,1.657,2.73,1.478,3.48,1.301,3.28,1.331
2025-12-02 15:38:17,1.806,3.44,4.54,3.44,1.309,3.28,1.334,2.95,1.425,2.57,1.561,2.08,1.826,1.813,2.09,1.564,2.5,1.316,3.4,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.389,2.97,1.515,2.61,1.709,2.22,2.04,1.847,2.35,1.641,2.77,1.465,3.55,1.29,3.28,1.331
2025-12-02 15:38:42,1.813,3.42,4.53,3.44,1.309,3.28,1.334,2.92,1.406,2.56,1.54,2.09,1.819,1.826,2.08,1.581,2.51,1.33,3.47,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.401,2.91,1.531,2.56,1.735,2.18,2.07,1.819,2.39,1.621,2.83,1.45,3.65,1.279,3.28,1.331
2025-12-02 15:38:57,1.819,3.41,4.53,3.44,1.309,3.28,1.334,2.93,1.403,2.57,1.537,2.09,1.813,1.826,2.08,1.584,2.51,1.331,3.47,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.404,2.9,1.537,2.55,1.746,2.16,2.08,1.806,2.41,1.617,2.85,1.444,3.68,1.275,3.28,1.331
2025-12-02 15:39:32,1.806,3.41,4.59,3.44,1.309,3.31,1.33,2.98,1.421,2.58,1.555,2.08,1.826,1.819,2.09,1.564,2.5,1.311,3.43,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.411,2.87,1.546,2.52,1.763,2.14,2.1,1.793,2.43,1.606,2.88,1.436,3.74,1.268,3.28,1.331
2025-12-02 15:39:42,1.793,3.43,4.64,3.44,1.309,3.28,1.334,2.95,1.427,2.56,1.564,2.06,1.84,1.8,2.1,1.552,2.53,1.305,3.47,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.409,2.87,1.543,2.52,1.757,2.14,2.09,1.793,2.42,1.606,2.87,1.438,3.73,1.269,3.28,1.331
2025-12-02 15:39:47,1.769,3.47,4.72,3.44,1.309,3.23,1.343,2.9,1.44,2.51,1.584,2.03,1.869,1.775,2.14,1.534,2.58,1.294,3.55,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.408,2.88,1.54,2.53,1.751,2.15,2.08,1.806,2.41,1.613,2.86,1.442,3.71,1.272,3.28,1.331
2025-12-02 15:40:02,1.757,3.49,4.78,3.44,1.309,3.2,1.349,2.86,1.448,2.47,1.598,2.02,1.884,1.763,2.16,1.526,2.6,1.287,3.61,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.408,2.89,1.54,2.54,1.751,2.16,2.08,1.806,2.41,1.613,2.86,1.442,3.7,1.273,3.28,1.331
2025-12-02 15:40:22,1.763,3.47,4.78,3.44,1.309,3.21,1.346,2.88,1.444,2.49,1.591,2.02,1.877,1.769,2.15,1.529,2.6,1.288,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.709,2.23,1.414,2.86,1.549,2.51,1.769,2.13,2.1,1.787,2.44,1.602,2.89,1.432,3.76,1.265,3.28,1.331
2025-12-02 15:40:52,1.769,3.45,4.79,3.44,1.309,3.24,1.342,2.9,1.44,2.5,1.588,2.03,1.869,1.775,2.15,1.529,2.59,1.288,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.266,3.76,1.442,2.86,1.578,2.49,1.793,2.1,2.13,1.769,2.45,1.574,2.9,1.404,3.76,1.265,3.28,1.331
2025-12-02 15:41:22,1.775,3.43,4.75,3.44,1.309,3.27,1.335,2.93,1.431,2.53,1.574,2.04,1.854,1.781,2.13,1.537,2.57,1.293,3.56,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.271,3.72,1.45,2.83,1.588,2.47,1.813,2.08,2.15,1.751,2.47,1.564,2.94,1.396,3.76,1.265,3.28,1.331
2025-12-02 15:42:07,1.787,3.4,4.75,3.44,1.309,3.31,1.328,2.97,1.423,2.56,1.564,2.06,1.847,1.793,2.12,1.543,2.56,1.294,3.55,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.281,3.63,1.465,2.77,1.613,2.41,1.854,2.03,2.2,1.724,2.53,1.543,3.01,1.38,3.76,1.265,3.28,1.331
2025-12-02 15:42:22,1.787,3.42,4.8,3.44,1.309,3.27,1.336,2.93,1.432,2.53,1.578,2.04,1.862,1.793,2.14,1.534,2.58,1.288,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.278,3.66,1.46,2.79,1.602,2.43,1.84,2.05,2.18,1.735,2.51,1.549,2.99,1.384,3.76,1.265,3.28,1.331
2025-12-02 15:42:32,1.813,3.35,4.67,3.44,1.309,3.27,1.336,2.97,1.395,2.59,1.529,2.09,1.813,1.819,2.08,1.574,2.53,1.318,3.56,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.284,3.61,1.467,2.76,1.613,2.41,1.854,2.03,2.21,1.719,2.53,1.54,3.02,1.377,3.76,1.265,3.28,1.331
2025-12-02 15:42:57,1.757,3.43,4.88,3.44,1.309,3.23,1.342,2.89,1.44,2.49,1.591,2.02,1.877,1.763,2.16,1.52,2.62,1.28,3.67,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.278,3.65,1.46,2.79,1.606,2.43,1.84,2.04,2.19,1.729,2.51,1.549,2.99,1.383,3.76,1.265,3.28,1.331
2025-12-02 15:43:02,1.724,3.5,5.01,3.44,1.309,3.24,1.346,2.86,1.436,2.44,1.591,2.01,1.9,1.757,2.17,1.515,2.63,1.276,3.66,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.273,3.7,1.454,2.81,1.595,2.45,1.819,2.06,2.17,1.746,2.49,1.558,2.96,1.39,3.76,1.265,3.28,1.331
2025-12-02 15:43:07,1.746,3.46,4.93,3.44,1.309,3.21,1.347,2.87,1.448,2.47,1.602,2,1.9,1.751,2.18,1.512,2.65,1.273,3.72,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.277,3.66,1.458,2.79,1.602,2.43,1.833,2.05,2.18,1.735,2.5,1.552,2.98,1.386,3.76,1.265,3.28,1.331
2025-12-02 15:43:12,1.775,3.4,4.81,3.44,1.309,3.3,1.331,2.95,1.427,2.55,1.568,2.05,1.854,1.787,2.13,1.534,2.58,1.288,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.282,3.62,1.465,2.77,1.613,2.41,1.847,2.03,2.2,1.724,2.53,1.543,3.01,1.38,3.76,1.265,3.28,1.331
2025-12-02 15:43:22,1.787,3.38,4.81,3.44,1.309,3.33,1.326,2.98,1.42,2.57,1.561,2.06,1.847,1.793,2.12,1.54,2.56,1.289,3.59,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.29,3.56,1.478,2.72,1.628,2.37,1.884,2,2.23,1.704,2.57,1.529,3.07,1.367,3.76,1.265,3.28,1.331
2025-12-02 15:43:32,1.781,3.37,4.84,3.44,1.309,3.33,1.326,2.98,1.42,2.57,1.561,2.05,1.847,1.787,2.12,1.537,2.57,1.287,3.61,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.293,3.53,1.483,2.71,1.636,2.36,1.892,1.99,2.25,1.694,2.58,1.523,3.09,1.363,3.76,1.265,3.28,1.331
2025-12-02 15:44:02,1.775,3.37,4.84,3.44,1.309,3.31,1.328,2.96,1.423,2.55,1.568,2.05,1.854,1.781,2.12,1.529,2.59,1.287,3.61,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.299,3.49,1.49,2.68,1.649,2.34,1.917,1.97,2.27,1.68,2.61,1.512,3.14,1.355,3.76,1.265,3.28,1.331
2025-12-02 15:44:22,1.787,3.36,4.84,3.44,1.309,3.35,1.322,3,1.416,2.58,1.555,2.06,1.84,1.793,2.12,1.54,2.57,1.287,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.302,3.47,1.495,2.67,1.653,2.33,1.925,1.961,2.28,1.675,2.62,1.51,3.15,1.352,3.76,1.265,3.28,1.331
2025-12-02 15:44:37,1.787,3.35,4.84,3.44,1.309,3.37,1.32,3.01,1.413,2.6,1.552,2.07,1.833,1.793,2.11,1.543,2.56,1.288,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.305,3.45,1.5,2.65,1.662,2.31,1.943,1.943,2.3,1.666,2.64,1.502,3.18,1.347,3.76,1.265,3.28,1.331
2025-12-02 15:44:47,1.781,3.36,4.86,3.44,1.309,3.39,1.318,3,1.4,2.58,1.534,2.08,1.84,1.8,2.11,1.546,2.55,1.289,3.57,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.304,3.45,1.5,2.66,1.662,2.31,1.934,1.952,2.3,1.671,2.64,1.505,3.18,1.348,3.76,1.265,3.28,1.331
2025-12-02 15:45:02,1.819,3.29,4.76,3.44,1.309,3.39,1.318,3.03,1.38,2.64,1.512,2.11,1.8,1.826,2.08,1.574,2.54,1.311,3.61,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.316,3.37,1.515,2.6,1.684,2.27,1.98,1.909,2.35,1.645,2.69,1.487,3.26,1.334,3.76,1.265,3.28,1.331
2025-12-02 15:45:27,1.826,3.27,4.77,3.44,1.309,3.39,1.318,3.06,1.375,2.66,1.507,2.12,1.793,1.833,2.07,1.578,2.53,1.312,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.323,3.32,1.526,2.57,1.699,2.24,2,1.884,2.38,1.628,2.73,1.476,3.31,1.325,3.76,1.265,3.28,1.331
2025-12-02 15:46:02,1.833,3.23,4.77,3.44,1.309,3.39,1.318,3.09,1.369,2.69,1.497,2.13,1.781,1.847,2.06,1.584,2.51,1.313,3.59,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.335,3.25,1.543,2.53,1.724,2.2,2.04,1.847,2.43,1.606,2.79,1.46,3.39,1.313,3.76,1.265,3.28,1.331
2025-12-02 15:46:17,1.84,3.22,4.77,3.44,1.309,3.39,1.318,3.11,1.366,2.71,1.492,2.14,1.775,1.847,2.05,1.584,2.5,1.314,3.58,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.34,3.22,1.549,2.51,1.735,2.18,2.05,1.833,2.45,1.598,2.81,1.454,3.42,1.308,3.76,1.265,3.28,1.331
2025-12-02 15:46:37,1.826,3.23,4.82,3.44,1.309,3.39,1.318,3.09,1.37,2.68,1.5,2.13,1.787,1.84,2.06,1.578,2.53,1.308,3.63,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.342,3.21,1.555,2.5,1.74,2.17,2.07,1.819,2.46,1.591,2.83,1.45,3.45,1.305,3.76,1.265,3.28,1.331
2025-12-02 15:46:42,1.819,3.25,4.83,3.44,1.309,3.39,1.318,3.05,1.378,2.65,1.51,2.11,1.8,1.826,2.07,1.571,2.54,1.306,3.64,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.328,3.29,1.534,2.55,1.709,2.22,2.02,1.862,2.4,1.617,2.76,1.467,3.35,1.319,3.76,1.265,3.28,1.331
2025-12-02 15:46:57,1.826,3.23,4.82,3.44,1.309,3.39,1.318,3.08,1.371,2.68,1.502,2.12,1.787,1.84,2.07,1.578,2.53,1.307,3.63,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.338,3.23,1.546,2.52,1.729,2.19,2.05,1.833,2.44,1.598,2.8,1.456,3.42,1.309,3.76,1.265,3.28,1.331
2025-12-02 15:47:22,1.833,3.22,4.82,3.44,1.309,3.39,1.318,3.09,1.369,2.69,1.497,2.13,1.781,1.84,2.06,1.578,2.52,1.308,3.63,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.344,3.2,1.555,2.49,1.746,2.17,2.07,1.819,2.47,1.588,2.84,1.448,3.46,1.303,3.76,1.265,3.28,1.331
2025-12-02 15:47:32,1.826,3.22,4.87,3.44,1.309,3.39,1.318,3.07,1.373,2.67,1.505,2.12,1.793,1.833,2.07,1.571,2.54,1.303,3.67,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.346,3.19,1.558,2.49,1.746,2.16,2.07,1.813,2.47,1.588,2.84,1.446,3.47,1.302,3.76,1.265,3.28,1.331
2025-12-02 15:47:57,1.826,3.21,4.87,3.44,1.309,3.39,1.318,3.09,1.369,2.69,1.5,2.13,1.787,1.84,2.07,1.574,2.53,1.304,3.66,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.352,3.16,1.564,2.47,1.757,2.14,2.09,1.793,2.5,1.578,2.87,1.438,3.51,1.296,3.76,1.265,3.28,1.331
2025-12-02 15:48:12,1.833,3.2,4.87,3.44,1.309,3.39,1.318,3.1,1.366,2.7,1.495,2.13,1.781,1.84,2.06,1.578,2.53,1.304,3.65,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.355,3.13,1.571,2.45,1.769,2.13,2.11,1.781,2.52,1.568,2.89,1.432,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:48:37,1.84,3.18,4.84,3.44,1.309,3.39,1.318,3.14,1.359,2.73,1.485,2.15,1.769,1.854,2.05,1.584,2.51,1.309,3.62,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.378,3.14,1.571,2.45,1.787,2.13,2.14,1.763,2.53,1.543,2.89,1.408,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:49:08,1.854,3.16,4.8,3.44,1.309,3.39,1.318,3.18,1.352,2.77,1.473,2.17,1.757,1.869,2.03,1.595,2.48,1.314,3.58,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.387,3.1,1.609,2.42,1.8,2.09,2.17,1.746,2.56,1.531,2.92,1.4,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:49:38,1.869,3.13,4.76,3.44,1.309,3.39,1.318,3.23,1.342,2.82,1.46,2.2,1.74,1.884,2.01,1.606,2.45,1.321,3.53,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.395,3.06,1.621,2.4,1.819,2.06,2.2,1.724,2.6,1.518,2.96,1.39,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:50:08,1.877,3.12,4.76,3.44,1.309,3.39,1.318,3.26,1.338,2.84,1.456,2.21,1.735,1.892,2.01,1.609,2.45,1.322,3.52,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.403,3.03,1.628,2.38,1.833,2.05,2.22,1.709,2.62,1.51,3,1.383,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:50:38,1.884,3.11,4.76,3.44,1.309,3.39,1.318,3.27,1.335,2.85,1.452,2.21,1.729,1.892,2,1.613,2.44,1.323,3.52,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.409,3,1.641,2.35,1.854,2.03,2.25,1.694,2.66,1.5,3.03,1.375,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:51:08,1.884,3.09,4.76,3.44,1.309,3.39,1.318,3.29,1.333,2.87,1.448,2.22,1.724,1.9,2,1.613,2.44,1.324,3.51,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.416,2.97,1.649,2.34,1.869,2.02,2.27,1.684,2.68,1.49,3.06,1.37,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:51:33,1.869,3.1,4.86,3.44,1.309,3.39,1.318,3.24,1.341,2.82,1.46,2.19,1.74,1.877,2.02,1.598,2.47,1.312,3.6,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.42,2.95,1.653,2.33,1.877,2.01,2.28,1.675,2.7,1.485,3.08,1.366,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:55:58,1.854,3.12,4.89,3.44,1.309,3.39,1.318,3.21,1.347,2.79,1.469,2.17,1.757,1.869,2.03,1.591,2.49,1.308,3.63,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.411,2.98,1.645,2.35,1.854,2.03,2.26,1.689,2.66,1.497,3.04,1.374,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:56:03,1.909,3.05,4.74,3.44,1.309,3.39,1.318,3.35,1.322,2.93,1.432,2.25,1.709,1.925,1.98,1.628,2.4,1.33,3.47,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.421,2.94,1.657,2.32,1.877,2,2.29,1.675,2.7,1.485,3.08,1.366,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 15:56:18,1.9,3.06,4.76,3.44,1.309,3.39,1.318,3.33,1.325,2.91,1.438,2.24,1.714,1.917,1.99,1.621,2.42,1.325,3.5,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.42,2.95,1.653,2.32,1.877,2.01,2.28,1.675,2.7,1.487,3.07,1.367,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:00:08,1.854,3.12,4.88,3.44,1.309,3.39,1.318,3.24,1.341,2.81,1.462,2.18,1.751,1.869,2.03,1.591,2.49,1.308,3.63,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.414,2.97,1.649,2.34,1.862,2.02,2.26,1.684,2.67,1.495,3.05,1.373,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:00:59,1.869,3.1,4.84,3.44,1.309,3.39,1.318,3.29,1.333,2.85,1.45,2.2,1.735,1.884,2.01,1.602,2.46,1.315,3.58,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.418,2.96,1.653,2.33,1.869,2.01,2.27,1.68,2.68,1.49,3.06,1.37,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:10:28,1.884,3.08,4.83,3.44,1.309,3.39,1.318,3.32,1.328,2.88,1.444,2.22,1.724,1.892,2,1.609,2.45,1.317,3.56,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.423,2.93,1.662,2.31,1.884,2,2.3,1.671,2.71,1.483,3.09,1.364,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:10:48,1.884,3.06,4.83,3.44,1.309,3.39,1.318,3.34,1.324,2.9,1.438,2.23,1.719,1.9,2,1.613,2.44,1.318,3.55,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.432,2.9,1.671,2.29,1.9,1.98,2.33,1.653,2.74,1.471,3.13,1.357,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:11:03,1.892,3.05,4.83,3.44,1.309,3.39,1.318,3.36,1.322,2.92,1.434,2.23,1.719,1.909,1.99,1.613,2.44,1.319,3.55,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.438,2.87,1.68,2.28,1.917,1.97,2.35,1.641,2.77,1.465,3.15,1.352,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:11:18,1.9,3.04,4.83,3.44,1.309,3.39,1.318,3.38,1.318,2.94,1.429,2.24,1.709,1.909,1.99,1.617,2.43,1.32,3.54,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.446,2.84,1.694,2.25,1.934,1.952,2.38,1.628,2.81,1.454,3.19,1.344,3.55,1.292,3.76,1.265,3.28,1.331
2025-12-02 16:11:38,1.9,3.03,4.84,3.44,1.309,3.39,1.318,3.4,1.315,2.96,1.425,2.25,1.709,1.917,1.98,1.621,2.42,1.32,3.54,1.257,3.87,1.354,3.14,1.564,2.47,1.775,2.12,1.34,3.23,1.452,2.82,1.454,2.81,1.704,2.23,1.952,1.934,2.41,1.613,2.84,1.446,3.24,1.337,3.55,1.292,3.76,1.265,3.28,1.331
